gross,taxfree,notaxfree
1664.00,410,545
1665.00,410,545
1666.00,411,546
1667.00,411,546
1668.00,411,546
1669.00,412,547
1670.00,412,547
1671.00,413,548
1672.00,413,548
1673.00,413,548
1674.00,414,549
1675.00,414,549
1676.00,414,549
1677.00,415,550
1678.00,415,550
1679.00,416,551
1680.00,416,551
1681.00,416,551
1682.00,417,552
1683.00,417,552
1684.00,418,553
1685.00,418,553
1686.00,418,553
1687.00,419,554
1688.00,419,554
1689.00,419,554
1690.00,420,555
1691.00,420,555
1692.00,421,556
1693.00,421,556
1694.00,421,556
1695.00,422,557
1696.00,422,557
1697.00,423,558
1698.00,423,558
1699.00,423,558
1700.00,424,559
1701.00,424,559
1702.00,424,559
1703.00,425,560
1704.00,425,560
1705.00,426,561
1706.00,426,561
1707.00,426,561
1708.00,427,562
1709.00,427,562
1710.00,428,563
1711.00,428,563
1712.00,428,563
1713.00,429,564
1714.00,429,564
1715.00,429,564
1716.00,430,565
1717.00,430,565
1718.00,431,566
1719.00,431,566
1720.00,431,566
1721.00,432,567
1722.00,432,567
1723.00,433,568
1724.00,433,568
1725.00,433,568
1726.00,434,569
1727.00,434,569
1728.00,434,569
1729.00,435,570
1730.00,435,570
1731.00,436,571
1732.00,436,571
1733.00,436,571
1734.00,437,572
1735.00,437,572
1736.00,438,573
1737.00,438,573
1738.00,438,573
1739.00,439,574
1740.00,439,574
1741.00,439,574
1742.00,440,575
1743.00,440,575
1744.00,441,576
1745.00,441,576
1746.00,441,576
1747.00,442,577
1748.00,442,577
1749.00,443,578
1750.00,443,578
1751.00,443,578
1752.00,444,579
1753.00,444,579
1754.00,444,580
1755.00,445,580
1756.00,445,580
1757.00,446,581
1758.00,446,581
1759.00,446,581
1760.00,447,582
1761.00,447,582
1762.00,448,583
1763.00,448,583
1764.00,448,583
1765.00,449,584
1766.00,449,584
1767.00,449,585
1768.00,450,585
1769.00,450,585
1770.00,451,586
1771.00,451,586
1772.00,451,586
1773.00,452,587
1774.00,452,587
1775.00,453,588
1776.00,453,588
1777.00,453,588
1778.00,454,589
1779.00,454,589
1780.00,454,590
1781.00,455,590
1782.00,455,590
1783.00,456,591
1784.00,456,591
1785.00,456,591
1786.00,457,592
1787.00,457,592
1788.00,458,593
1789.00,458,593
1790.00,458,593
1791.00,459,594
1792.00,459,594
1793.00,459,595
1794.00,460,595
1795.00,460,595
1796.00,461,596
1797.00,461,596
1798.00,461,596
1799.00,462,597
1800.00,462,597
1801.00,463,598
1802.00,463,598
1803.00,463,598
1804.00,464,599
1805.00,464,599
1806.00,464,600
1807.00,465,600
1808.00,465,600
1809.00,466,601
1810.00,466,601
1811.00,466,601
1812.00,467,602
1813.00,467,602
1814.00,468,603
1815.00,468,603
1816.00,468,603
1817.00,469,604
1818.00,469,604
1819.00,469,605
1820.00,470,605
1821.00,470,605
1822.00,471,606
1823.00,471,606
1824.00,471,606
1825.00,472,607
1826.00,472,607
1827.00,473,608
1828.00,473,608
1829.00,473,608
1830.00,474,609
1831.00,474,609
1832.00,474,610
1833.00,475,610
1834.00,475,610
1835.00,476,611
1836.00,476,611
1837.00,476,611
1838.00,477,612
1839.00,477,612
1840.00,478,613
1841.00,478,613
1842.00,478,613
1843.00,479,614
1844.00,479,614
1845.00,479,615
1846.00,480,615
1847.00,480,615
1848.00,481,616
1849.00,481,616
1850.00,481,616
1851.00,482,617
1852.00,482,617
1853.00,483,618
1854.00,483,618
1855.00,483,618
1856.00,484,619
1857.00,484,619
1858.00,484,620
1859.00,485,620
1860.00,485,620
1861.00,486,621
1862.00,486,621
1863.00,486,621
1864.00,487,622
1865.00,487,622
1866.00,488,623
1867.00,488,623
1868.00,488,623
1869.00,489,624
1870.00,489,624
1871.00,490,625
1872.00,490,625
1873.00,490,625
1874.00,491,626
1875.00,491,626
1876.00,491,626
1877.00,492,627
1878.00,492,627
1879.00,493,628
1880.00,493,628
1881.00,493,628
1882.00,494,629
1883.00,494,629
1884.00,495,630
1885.00,495,630
1886.00,495,630
1887.00,496,631
1888.00,496,631
1889.00,496,631
1890.00,497,632
1891.00,497,632
1892.00,498,633
1893.00,498,633
1894.00,498,633
1895.00,499,634
1896.00,499,634
1897.00,500,635
1898.00,500,635
1899.00,500,635
1900.00,501,636
1901.00,501,636
1902.00,501,636
1903.00,502,637
1904.00,502,637
1905.00,503,638
1906.00,503,638
1907.00,503,638
1908.00,504,639
1909.00,504,639
1910.00,505,640
1911.00,505,640
1912.00,505,640
1913.00,506,641
1914.00,506,641
1915.00,506,641
1916.00,507,642
1917.00,507,642
1918.00,508,643
1919.00,508,643
1920.00,508,643
1921.00,509,644
1922.00,509,644
1923.00,510,645
1924.00,510,645
1925.00,510,645
1926.00,511,646
1927.00,511,646
1928.00,511,646
1929.00,512,647
1930.00,512,647
1931.00,513,648
1932.00,513,648
1933.00,513,648
1934.00,514,649
1935.00,514,649
1936.00,515,650
1937.00,515,650
1938.00,515,650
1939.00,516,651
1940.00,516,651
1941.00,516,651
1942.00,517,652
1943.00,517,652
1944.00,518,653
1945.00,518,653
1946.00,518,653
1947.00,519,654
1948.00,519,654
1949.00,520,655
1950.00,520,655
1951.00,520,655
1952.00,521,656
1953.00,521,656
1954.00,521,657
1955.00,522,657
1956.00,522,657
1957.00,523,658
1958.00,523,658
1959.00,523,658
1960.00,524,659
1961.00,524,659
1962.00,525,660
1963.00,525,660
1964.00,525,660
1965.00,526,661
1966.00,526,661
1967.00,526,662
1968.00,527,662
1969.00,527,662
1970.00,528,663
1971.00,528,663
1972.00,528,663
1973.00,529,664
1974.00,529,664
1975.00,530,665
1976.00,530,665
1977.00,530,665
1978.00,531,666
1979.00,531,666
1980.00,531,667
1981.00,532,667
1982.00,532,667
1983.00,533,668
1984.00,533,668
1985.00,533,668
1986.00,534,669
1987.00,534,669
1988.00,535,670
1989.00,535,670
1990.00,535,670
1991.00,536,671
1992.00,536,671
1993.00,536,672
1994.00,537,672
1995.00,537,672
1996.00,538,673
1997.00,538,673
1998.00,538,673
1999.00,539,674
2000.00,539,674
2001.00,540,675
2002.00,540,675
2003.00,540,675
2004.00,541,676
2005.00,541,676
2006.00,541,677
2007.00,542,677
2008.00,542,677
2009.00,543,678
2010.00,543,678
2011.00,543,678
2012.00,544,679
2013.00,544,679
2014.00,545,680
2015.00,545,680
2016.00,545,680
2017.00,546,681
2018.00,546,681
2019.00,546,682
2020.00,547,682
2021.00,547,682
2022.00,548,683
2023.00,548,683
2024.00,548,683
2025.00,549,684
2026.00,549,684
2027.00,550,685
2028.00,550,685
2029.00,550,685
2030.00,551,686
2031.00,551,686
2032.00,551,687
2033.00,552,687
2034.00,552,687
2035.00,553,688
2036.00,553,688
2037.00,553,688
2038.00,554,689
2039.00,554,689
2040.00,555,690
2041.00,555,690
2042.00,555,690
2043.00,556,691
2044.00,556,691
2045.00,556,692
2046.00,557,692
2047.00,557,692
2048.00,558,693
2049.00,558,693
2050.00,558,693
2051.00,559,694
2052.00,559,694
2053.00,560,695
2054.00,560,695
2055.00,560,695
2056.00,561,696
2057.00,561,696
2058.00,561,697
2059.00,562,697
2060.00,562,697
2061.00,563,698
2062.00,563,698
2063.00,563,698
2064.00,564,699
2065.00,564,699
2066.00,565,700
2067.00,565,700
2068.00,565,700
2069.00,566,701
2070.00,566,701
2071.00,567,702
2072.00,567,702
2073.00,567,702
2074.00,568,703
2075.00,568,703
2076.00,568,703
2077.00,569,704
2078.00,569,704
2079.00,570,705
2080.00,570,705
2081.00,570,705
2082.00,571,706
2083.00,571,706
2084.00,572,707
2085.00,572,707
2086.00,572,707
2087.00,573,708
2088.00,573,708
2089.00,573,708
2090.00,574,709
2091.00,574,709
2092.00,575,710
2093.00,575,710
2094.00,575,710
2095.00,576,711
2096.00,576,711
2097.00,577,712
2098.00,577,712
2099.00,577,712
2100.00,578,713
2101.00,578,713
2102.00,578,713
2103.00,579,714
2104.00,579,714
2105.00,580,715
2106.00,580,715
2107.00,580,715
2108.00,581,716
2109.00,581,716
2110.00,582,717
2111.00,582,717
2112.00,582,717
2113.00,583,718
2114.00,583,718
2115.00,583,718
2116.00,584,719
2117.00,584,719
2118.00,585,720
2119.00,585,720
2120.00,585,720
2121.00,586,721
2122.00,586,721
2123.00,587,722
2124.00,587,722
2125.00,587,722
2126.00,588,723
2127.00,588,723
2128.00,588,723
2129.00,589,724
2130.00,589,724
2131.00,590,725
2132.00,590,725
2133.00,590,725
2134.00,591,726
2135.00,591,726
2136.00,592,727
2137.00,592,727
2138.00,592,727
2139.00,593,728
2140.00,593,728
2141.00,593,728
2142.00,594,729
2143.00,594,729
2144.00,595,730
2145.00,595,730
2146.00,595,730
2147.00,596,731
2148.00,596,731
2149.00,597,732
2150.00,597,732
2151.00,597,732
2152.00,598,733
2153.00,598,733
2154.00,598,734
2155.00,599,734
2156.00,599,734
2157.00,600,735
2158.00,600,735
2159.00,600,735
2160.00,601,736
2161.00,601,736
2162.00,602,737
2163.00,602,737
2164.00,602,737
2165.00,603,738
2166.00,603,738
2167.00,603,739
2168.00,604,739
2169.00,604,739
2170.00,605,740
2171.00,605,740
2172.00,605,740
2173.00,606,741
2174.00,606,741
2175.00,607,742
2176.00,607,742
2177.00,607,742
2178.00,608,743
2179.00,608,743
2180.00,608,744
2181.00,609,744
2182.00,609,744
2183.00,610,745
2184.00,610,745
2185.00,610,745
2186.00,611,746
2187.00,611,746
2188.00,612,747
2189.00,612,747
2190.00,612,747
2191.00,613,748
2192.00,613,748
2193.00,613,749
2194.00,614,749
2195.00,614,749
2196.00,615,750
2197.00,615,750
2198.00,615,750
2199.00,616,751
2200.00,616,751
2201.00,617,752
2202.00,617,752
2203.00,617,752
2204.00,618,753
2205.00,618,753
2206.00,618,754
2207.00,619,754
2208.00,619,754
2209.00,620,755
2210.00,620,755
2211.00,620,755
2212.00,621,756
2213.00,621,756
2214.00,622,757
2215.00,622,757
2216.00,622,757
2217.00,623,758
2218.00,623,758
2219.00,623,759
2220.00,624,759
2221.00,624,759
2222.00,625,760
2223.00,625,760
2224.00,625,760
2225.00,626,761
2226.00,626,761
2227.00,627,762
2228.00,627,762
2229.00,627,762
2230.00,628,763
2231.00,628,763
2232.00,628,764
2233.00,629,764
2234.00,629,764
2235.00,630,765
2236.00,630,765
2237.00,630,765
2238.00,631,766
2239.00,631,766
2240.00,632,767
2241.00,632,767
2242.00,632,767
2243.00,633,768
2244.00,633,768
2245.00,633,769
2246.00,634,769
2247.00,634,769
2248.00,635,770
2249.00,635,770
2250.00,635,770
2251.00,636,771
2252.00,636,771
2253.00,637,772
2254.00,637,772
2255.00,637,772
2256.00,638,773
2257.00,638,773
2258.00,638,774
2259.00,639,774
2260.00,639,774
2261.00,640,775
2262.00,640,775
2263.00,640,775
2264.00,641,776
2265.00,641,776
2266.00,642,777
2267.00,642,777
2268.00,642,777
2269.00,643,778
2270.00,643,778
2271.00,644,779
2272.00,644,779
2273.00,644,779
2274.00,645,780
2275.00,645,780
2276.00,645,780
2277.00,646,781
2278.00,646,781
2279.00,647,782
2280.00,647,782
2281.00,647,782
2282.00,648,783
2283.00,648,783
2284.00,649,784
2285.00,649,784
2286.00,649,784
2287.00,650,785
2288.00,650,785
2289.00,650,785
2290.00,651,786
2291.00,651,786
2292.00,652,787
2293.00,652,787
2294.00,652,787
2295.00,653,788
2296.00,653,788
2297.00,654,789
2298.00,654,789
2299.00,654,789
2300.00,655,790
2301.00,655,790
2302.00,655,790
2303.00,656,791
2304.00,656,791
2305.00,657,792
2306.00,657,792
2307.00,657,792
2308.00,658,793
2309.00,658,793
2310.00,659,794
2311.00,659,794
2312.00,659,794
2313.00,660,795
2314.00,660,795
2315.00,660,795
2316.00,661,796
2317.00,661,796
2318.00,662,797
2319.00,662,797
2320.00,662,797
2321.00,663,798
2322.00,663,798
2323.00,664,799
2324.00,664,799
2325.00,664,799
2326.00,665,800
2327.00,665,800
2328.00,665,800
2329.00,666,801
2330.00,666,801
2331.00,667,802
2332.00,667,802
2333.00,667,802
2334.00,668,803
2335.00,668,803
2336.00,669,804
2337.00,669,804
2338.00,669,804
2339.00,670,805
2340.00,670,805
2341.00,670,805
2342.00,671,806
2343.00,671,806
2344.00,672,807
2345.00,672,807
2346.00,672,807
2347.00,673,808
2348.00,673,808
2349.00,674,809
2350.00,674,809
2351.00,674,809
2352.00,675,810
2353.00,675,810
2354.00,675,811
2355.00,676,811
2356.00,676,811
2357.00,677,812
2358.00,677,812
2359.00,677,812
2360.00,678,813
2361.00,678,813
2362.00,679,814
2363.00,679,814
2364.00,679,814
2365.00,680,815
2366.00,680,815
2367.00,680,816
2368.00,681,816
2369.00,681,816
2370.00,682,817
2371.00,682,817
2372.00,682,817
2373.00,683,818
2374.00,683,818
2375.00,684,819
2376.00,684,819
2377.00,684,819
2378.00,685,820
2379.00,685,820
2380.00,685,821
2381.00,686,821
2382.00,686,821
2383.00,687,822
2384.00,687,822
2385.00,687,822
2386.00,688,823
2387.00,688,823
2388.00,689,824
2389.00,689,824
2390.00,689,824
2391.00,690,825
2392.00,690,825
2393.00,690,826
2394.00,691,826
2395.00,691,826
2396.00,692,827
2397.00,692,827
2398.00,692,827
2399.00,693,828
2400.00,693,828
2401.00,694,829
2402.00,694,829
2403.00,694,829
2404.00,695,830
2405.00,695,830
2406.00,695,831
2407.00,696,831
2408.00,696,831
2409.00,697,832
2410.00,697,832
2411.00,697,832
2412.00,698,833
2413.00,698,833
2414.00,699,834
2415.00,699,834
2416.00,699,834
2417.00,700,835
2418.00,700,835
2419.00,700,836
2420.00,701,836
2421.00,701,836
2422.00,702,837
2423.00,702,837
2424.00,702,837
2425.00,703,838
2426.00,703,838
2427.00,704,839
2428.00,704,839
2429.00,704,839
2430.00,705,840
2431.00,705,840
2432.00,705,841
2433.00,706,841
2434.00,706,841
2435.00,707,842
2436.00,707,842
2437.00,707,842
2438.00,708,843
2439.00,708,843
2440.00,709,844
2441.00,709,844
2442.00,709,844
2443.00,710,845
2444.00,710,845
2445.00,710,846
2446.00,711,846
2447.00,711,846
2448.00,712,847
2449.00,712,847
2450.00,712,847
2451.00,713,848
2452.00,713,848
2453.00,714,849
2454.00,714,849
2455.00,714,849
2456.00,715,850
2457.00,715,850
2458.00,715,851
2459.00,716,851
2460.00,716,851
2461.00,717,852
2462.00,717,852
2463.00,717,852
2464.00,718,853
2465.00,718,853
2466.00,719,854
2467.00,719,854
2468.00,719,854
2469.00,720,855
2470.00,720,855
2471.00,721,856
2472.00,721,856
2473.00,721,856
2474.00,722,857
2475.00,722,857
2476.00,722,857
2477.00,723,858
2478.00,723,858
2479.00,724,859
2480.00,724,859
2481.00,724,859
2482.00,725,860
2483.00,725,860
2484.00,726,861
2485.00,726,861
2486.00,726,861
2487.00,727,862
2488.00,727,862
2489.00,727,862
2490.00,728,863
2491.00,728,863
2492.00,729,864
2493.00,729,864
2494.00,729,864
2495.00,730,865
2496.00,730,865
2497.00,731,866
2498.00,731,866
2499.00,731,866
2500.00,732,867
2501.00,732,867
2502.00,732,867
2503.00,733,868
2504.00,733,868
2505.00,734,869
2506.00,734,869
2507.00,734,869
2508.00,735,870
2509.00,735,870
2510.00,736,871
2511.00,736,871
2512.00,736,871
2513.00,737,872
2514.00,737,872
2515.00,737,872
2516.00,738,873
2517.00,738,873
2518.00,739,874
2519.00,739,874
2520.00,739,874
2521.00,740,875
2522.00,740,875
2523.00,741,876
2524.00,741,876
2525.00,741,876
2526.00,742,877
2527.00,742,877
2528.00,742,877
2529.00,743,878
2530.00,743,878
2531.00,744,879
2532.00,744,879
2533.00,744,879
2534.00,745,880
2535.00,745,880
2536.00,746,881
2537.00,746,881
2538.00,746,881
2539.00,747,882
2540.00,747,882
2541.00,747,882
2542.00,748,883
2543.00,748,883
2544.00,749,884
2545.00,749,884
2546.00,749,884
2547.00,750,885
2548.00,750,885
2549.00,751,886
2550.00,751,886
2551.00,751,886
2552.00,752,887
2553.00,752,887
2554.00,752,888
2555.00,753,888
2556.00,753,888
2557.00,754,889
2558.00,754,889
2559.00,754,889
2560.00,755,890
2561.00,755,890
2562.00,756,891
2563.00,756,891
2564.00,756,891
2565.00,757,892
2566.00,757,892
2567.00,757,893
2568.00,758,893
2569.00,758,893
2570.00,759,894
2571.00,759,894
2572.00,759,894
2573.00,760,895
2574.00,760,895
2575.00,761,896
2576.00,761,896
2577.00,761,896
2578.00,762,897
2579.00,762,897
2580.00,762,898
2581.00,763,898
2582.00,763,898
2583.00,764,899
2584.00,764,899
2585.00,764,899
2586.00,765,900
2587.00,765,900
2588.00,766,901
2589.00,766,901
2590.00,766,901
2591.00,767,902
2592.00,767,902
2593.00,767,903
2594.00,768,903
2595.00,768,903
2596.00,769,904
2597.00,769,904
2598.00,769,904
2599.00,770,905
2600.00,770,905
2601.00,771,906
2602.00,771,906
2603.00,771,906
2604.00,772,907
2605.00,772,907
2606.00,772,908
2607.00,773,908
2608.00,773,908
2609.00,774,909
2610.00,774,909
2611.00,774,909
2612.00,775,910
2613.00,775,910
2614.00,776,911
2615.00,776,911
2616.00,776,911
2617.00,777,912
2618.00,777,912
2619.00,777,913
2620.00,778,913
2621.00,778,913
2622.00,779,914
2623.00,779,914
2624.00,779,914
2625.00,780,915
2626.00,780,915
2627.00,781,916
2628.00,781,916
2629.00,781,916
2630.00,782,917
2631.00,782,917
2632.00,782,918
2633.00,783,918
2634.00,783,918
2635.00,784,919
2636.00,784,919
2637.00,784,919
2638.00,785,920
2639.00,785,920
2640.00,786,921
2641.00,786,921
2642.00,786,921
2643.00,787,922
2644.00,787,922
2645.00,787,923
2646.00,788,923
2647.00,788,923
2648.00,789,924
2649.00,789,924
2650.00,789,924
2651.00,790,925
2652.00,790,925
2653.00,791,926
2654.00,791,926
2655.00,791,926
2656.00,792,927
2657.00,792,927
2658.00,792,928
2659.00,793,928
2660.00,793,928
2661.00,794,929
2662.00,794,929
2663.00,794,929
2664.00,795,930
2665.00,795,930
2666.00,796,931
2667.00,796,931
2668.00,796,931
2669.00,797,932
2670.00,797,932
2671.00,798,933
2672.00,798,933
2673.00,798,933
2674.00,799,934
2675.00,799,934
2676.00,799,934
2677.00,800,935
2678.00,800,935
2679.00,801,936
2680.00,801,936
2681.00,801,936
2682.00,802,937
2683.00,802,937
2684.00,803,938
2685.00,803,938
2686.00,803,938
2687.00,804,939
2688.00,804,939
2689.00,804,939
2690.00,805,940
2691.00,805,940
2692.00,806,941
2693.00,806,941
2694.00,806,941
2695.00,807,942
2696.00,807,942
2697.00,808,943
2698.00,808,943
2699.00,808,943
2700.00,809,944
2701.00,809,944
2702.00,809,944
2703.00,810,945
2704.00,810,945
2705.00,811,946
2706.00,811,946
2707.00,811,946
2708.00,812,947
2709.00,812,947
2710.00,813,948
2711.00,813,948
2712.00,813,948
2713.00,814,949
2714.00,814,949
2715.00,814,949
2716.00,815,950
2717.00,815,950
2718.00,816,951
2719.00,816,951
2720.00,816,951
2721.00,817,952
2722.00,817,952
2723.00,818,953
2724.00,818,953
2725.00,818,953
2726.00,819,954
2727.00,819,954
2728.00,819,954
2729.00,820,955
2730.00,820,955
2731.00,821,956
2732.00,821,956
2733.00,821,956
2734.00,822,957
2735.00,822,957
2736.00,823,958
2737.00,823,958
2738.00,823,958
2739.00,824,959
2740.00,824,959
2741.00,824,959
2742.00,825,960
2743.00,825,960
2744.00,826,961
2745.00,826,961
2746.00,826,961
2747.00,827,962
2748.00,827,962
2749.00,828,963
2750.00,828,963
2751.00,828,963
2752.00,829,964
2753.00,829,964
2754.00,829,965
2755.00,830,965
2756.00,830,965
2757.00,831,966
2758.00,831,966
2759.00,831,966
2760.00,832,967
2761.00,832,967
2762.00,833,968
2763.00,833,968
2764.00,833,968
2765.00,834,969
2766.00,834,969
2767.00,834,970
2768.00,835,970
2769.00,835,970
2770.00,836,971
2771.00,836,971
2772.00,836,971
2773.00,837,972
2774.00,837,972
2775.00,838,973
2776.00,838,973
2777.00,838,973
2778.00,839,974
2779.00,839,974
2780.00,839,975
2781.00,840,975
2782.00,840,975
2783.00,841,976
2784.00,841,976
2785.00,841,976
2786.00,842,977
2787.00,842,977
2788.00,843,978
2789.00,843,978
2790.00,843,978
2791.00,844,979
2792.00,844,979
2793.00,844,980
2794.00,845,980
2795.00,845,980
2796.00,846,981
2797.00,846,981
2798.00,846,981
2799.00,847,982
2800.00,847,982
2801.00,848,983
2802.00,848,983
2803.00,848,983
2804.00,849,984
2805.00,849,984
2806.00,849,985
2807.00,850,985
2808.00,850,985
2809.00,851,986
2810.00,851,986
2811.00,851,986
2812.00,852,987
2813.00,852,987
2814.00,853,988
2815.00,853,988
2816.00,853,988
2817.00,854,989
2818.00,854,989
2819.00,854,990
2820.00,855,990
2821.00,855,990
2822.00,856,991
2823.00,856,991
2824.00,856,991
2825.00,857,992
2826.00,857,992
2827.00,858,993
2828.00,858,993
2829.00,858,993
2830.00,859,994
2831.00,859,994
2832.00,859,995
2833.00,860,995
2834.00,860,995
2835.00,861,996
2836.00,861,996
2837.00,861,996
2838.00,862,997
2839.00,862,997
2840.00,863,998
2841.00,863,998
2842.00,863,998
2843.00,864,999
2844.00,864,999
2845.00,864,1000
2846.00,865,1000
2847.00,865,1000
2848.00,866,1001
2849.00,866,1001
2850.00,866,1001
2851.00,867,1002
2852.00,867,1002
2853.00,868,1003
2854.00,868,1003
2855.00,868,1003
2856.00,869,1004
2857.00,869,1004
2858.00,869,1005
2859.00,870,1005
2860.00,870,1005
2861.00,871,1006
2862.00,871,1006
2863.00,871,1006
2864.00,872,1007
2865.00,872,1007
2866.00,873,1008
2867.00,873,1008
2868.00,873,1008
2869.00,874,1009
2870.00,874,1009
2871.00,875,1010
2872.00,875,1010
2873.00,875,1010
2874.00,876,1011
2875.00,876,1011
2876.00,876,1011
2877.00,877,1012
2878.00,877,1012
2879.00,878,1013
2880.00,878,1013
2881.00,878,1013
2882.00,879,1014
2883.00,879,1014
2884.00,880,1015
2885.00,880,1015
2886.00,880,1015
2887.00,881,1016
2888.00,881,1016
2889.00,881,1016
2890.00,882,1017
2891.00,882,1017
2892.00,883,1018
2893.00,883,1018
2894.00,883,1018
2895.00,884,1019
2896.00,884,1019
2897.00,885,1020
2898.00,885,1020
2899.00,885,1020
2900.00,886,1021
2901.00,886,1021
2902.00,886,1021
2903.00,887,1022
2904.00,887,1022
2905.00,888,1023
2906.00,888,1023
2907.00,888,1023
2908.00,889,1024
2909.00,889,1024
2910.00,890,1025
2911.00,890,1025
2912.00,890,1025
2913.00,891,1026
2914.00,891,1026
2915.00,891,1026
2916.00,892,1027
2917.00,892,1027
2918.00,893,1028
2919.00,893,1028
2920.00,893,1028
2921.00,894,1029
2922.00,894,1029
2923.00,895,1030
2924.00,895,1030
2925.00,895,1030
2926.00,896,1031
2927.00,896,1031
2928.00,896,1031
2929.00,897,1032
2930.00,897,1032
2931.00,898,1033
2932.00,898,1033
2933.00,898,1033
2934.00,899,1034
2935.00,899,1034
2936.00,900,1035
2937.00,900,1035
2938.00,900,1035
2939.00,901,1036
2940.00,901,1036
2941.00,901,1036
2942.00,902,1037
2943.00,902,1037
2944.00,903,1038
2945.00,903,1038
2946.00,903,1038
2947.00,904,1039
2948.00,904,1039
2949.00,905,1040
2950.00,905,1040
2951.00,905,1040
2952.00,906,1041
2953.00,906,1041
2954.00,906,1042
2955.00,907,1042
2956.00,907,1042
2957.00,908,1043
2958.00,908,1043
2959.00,908,1043
2960.00,909,1044
2961.00,909,1044
2962.00,910,1045
2963.00,910,1045
2964.00,910,1045
2965.00,911,1046
2966.00,911,1046
2967.00,911,1047
2968.00,912,1047
2969.00,912,1047
2970.00,913,1048
2971.00,913,1048
2972.00,913,1048
2973.00,914,1049
2974.00,914,1049
2975.00,915,1050
2976.00,915,1050
2977.00,915,1050
2978.00,916,1051
2979.00,916,1051
2980.00,916,1052
2981.00,917,1052
2982.00,917,1052
2983.00,918,1053
2984.00,918,1053
2985.00,918,1053
2986.00,919,1054
2987.00,919,1054
2988.00,920,1055
2989.00,920,1055
2990.00,920,1055
2991.00,921,1056
2992.00,921,1056
2993.00,921,1057
2994.00,922,1057
2995.00,922,1057
2996.00,923,1058
2997.00,923,1058
2998.00,923,1058
2999.00,924,1059
3000.00,924,1059
3001.00,925,1060
3002.00,925,1060
3003.00,925,1060
3004.00,926,1061
3005.00,926,1061
3006.00,926,1062
3007.00,927,1062
3008.00,927,1062
3009.00,928,1063
3010.00,928,1063
3011.00,928,1063
3012.00,929,1064
3013.00,929,1064
3014.00,930,1065
3015.00,930,1065
3016.00,930,1065
3017.00,931,1066
3018.00,931,1066
3019.00,931,1067
3020.00,932,1067
3021.00,932,1067
3022.00,933,1068
3023.00,933,1068
3024.00,933,1068
3025.00,934,1069
3026.00,934,1069
3027.00,935,1070
3028.00,935,1070
3029.00,935,1070
3030.00,936,1071
3031.00,936,1071
3032.00,936,1072
3033.00,937,1072
3034.00,937,1072
3035.00,938,1073
3036.00,938,1073
3037.00,938,1073
3038.00,939,1074
3039.00,939,1074
3040.00,940,1075
3041.00,940,1075
3042.00,940,1075
3043.00,941,1076
3044.00,941,1076
3045.00,941,1077
3046.00,942,1077
3047.00,942,1077
3048.00,943,1078
3049.00,943,1078
3050.00,943,1078
3051.00,944,1079
3052.00,944,1079
3053.00,945,1080
3054.00,945,1080
3055.00,945,1080
3056.00,946,1081
3057.00,946,1081
3058.00,946,1082
3059.00,947,1082
3060.00,947,1082
3061.00,948,1083
3062.00,948,1083
3063.00,948,1083
3064.00,949,1084
3065.00,949,1084
3066.00,950,1085
3067.00,950,1085
3068.00,950,1085
3069.00,951,1086
3070.00,951,1086
3071.00,952,1087
3072.00,952,1087
3073.00,952,1087
3074.00,953,1088
3075.00,953,1088
3076.00,953,1088
3077.00,954,1089
3078.00,954,1089
3079.00,955,1090
3080.00,955,1090
3081.00,955,1090
3082.00,956,1091
3083.00,956,1091
3084.00,957,1092
3085.00,957,1092
3086.00,957,1092
3087.00,958,1093
3088.00,958,1093
3089.00,958,1093
3090.00,959,1094
3091.00,959,1094
3092.00,960,1095
3093.00,960,1095
3094.00,960,1095
3095.00,961,1096
3096.00,961,1096
3097.00,962,1097
3098.00,962,1097
3099.00,962,1097
3100.00,963,1098
3101.00,963,1098
3102.00,963,1098
3103.00,964,1099
3104.00,964,1099
3105.00,965,1100
3106.00,965,1100
3107.00,965,1100
3108.00,966,1101
3109.00,966,1101
3110.00,967,1102
3111.00,967,1102
3112.00,967,1102
3113.00,968,1103
3114.00,968,1103
3115.00,968,1104
3116.00,969,1104
3117.00,969,1105
3118.00,970,1105
3119.00,970,1106
3120.00,970,1106
3121.00,971,1107
3122.00,971,1107
3123.00,972,1108
3124.00,972,1108
3125.00,972,1108
3126.00,973,1109
3127.00,973,1109
3128.00,973,1110
3129.00,974,1110
3130.00,974,1111
3131.00,975,1111
3132.00,975,1112
3133.00,975,1112
3134.00,976,1113
3135.00,976,1113
3136.00,977,1114
3137.00,977,1114
3138.00,977,1115
3139.00,978,1115
3140.00,978,1115
3141.00,978,1116
3142.00,979,1116
3143.00,979,1117
3144.00,980,1117
3145.00,980,1118
3146.00,980,1118
3147.00,981,1119
3148.00,981,1119
3149.00,982,1120
3150.00,982,1120
3151.00,982,1121
3152.00,983,1121
3153.00,983,1122
3154.00,983,1122
3155.00,984,1122
3156.00,984,1123
3157.00,985,1123
3158.00,985,1124
3159.00,985,1124
3160.00,986,1125
3161.00,986,1125
3162.00,987,1126
3163.00,987,1126
3164.00,987,1127
3165.00,988,1127
3166.00,988,1128
3167.00,988,1128
3168.00,989,1128
3169.00,989,1129
3170.00,990,1129
3171.00,990,1130
3172.00,990,1130
3173.00,991,1131
3174.00,991,1131
3175.00,992,1132
3176.00,992,1132
3177.00,992,1133
3178.00,993,1133
3179.00,993,1134
